conversation_id,response_time,resolution_time
1343935142734123013,0.2786111111111111,27.465555555555557
1344286581432016896,1.0025,1.0025
1344279426796699649,0.35583333333333333,0.35583333333333333
1344276873027600384,0.0375,0.0
1344230036409237504,0.11194444444444444,0.11194444444444444
1344145586245648385,5.356944444444444,0.0
1344195036867567618,0.3308333333333333,0.0
1344217636867952640,0.08472222222222223,1.9325
1342398427271852032,1.1169444444444445,120.31472222222222
1343891393618407425,0.37083333333333335,21.157777777777778
1344151479246974977,0.39805555555555555,0.39805555555555555
1344074267613220865,0.27,0.0
1343690319280279553,20.33888888888889,42.365833333333335
1343973426554277888,0.3352777777777778,0.0
1343923348468690945,3.485,3.485
1343886188067745797,0.14333333333333334,0.14333333333333334
1342894688756355072,64.445,64.445
1343844772910231553,0.10777777777777778,0.9075
1343685285188493312,0.1361111111111111,0.0
1343822180438589440,0.21083333333333334,0.21083333333333334
1342694263260246016,0.10833333333333334,0.0
1343085660169629697,1.9222222222222223,0.0
1341246669963239425,0.15166666666666667,0.0
1343791253134172160,0.165,0.165
1343787817986494464,0.2238888888888889,0.2238888888888889
1343526411982626816,0.3244444444444444,27.06888888888889
1343544303394586627,0.16722222222222222,0.16722222222222222
1342414700299001856,0.3338888888888889,74.9888888888889
1342837817005654016,42.20305555555556,64.11472222222223
1343480541396357121,0.2386111111111111,2.0275
1343459166950666240,0.2972222222222222,63.25666666666667
1343449930778624002,0.22944444444444445,2.343611111111111
1343444541794181120,0.2861111111111111,0.2861111111111111
1343429540886970368,0.1763888888888889,0.0
1341744575631687680,8.043055555555556,106.855
1343363139874656257,0.11361111111111111,69.53
1343160989865238528,0.11694444444444445,7.197222222222222
1343174859191291910,0.21083333333333334,0.21083333333333334
1342537410865897474,38.660555555555554,38.660555555555554
1343059471384211457,0.6347222222222222,0.6347222222222222
1343118462642601990,0.05333333333333334,0.0
1304078379679805442,0.935,2586.631388888889
1342421076328939521,43.159166666666664,43.159166666666664
1343069893772468227,0.1675,0.1675
1343057478573965312,0.1375,72.99694444444444
1342895840919056384,0.6438888888888888,0.6605555555555556
1340931357447311360,0.31055555555555553,126.3086111111111
1342790816759128064,1.1116666666666666,50.71055555555556
1342718217639264258,0.4088888888888889,5.543611111111111
1341043249616723969,0.7919444444444445,0.0
1342755268875018240,0.18,45.756388888888885
1342704966918578176,0.09638888888888889,0.09638888888888889
1342679956455710720,0.09944444444444445,0.09944444444444445
1341793363205373952,1.4325,89.29861111111111
1342066999669755908,0.08444444444444445,31.08138888888889
1342420015849455616,7.661944444444444,0.0
1342472591223623681,0.13166666666666665,0.0
1342474573518831616,0.06861111111111111,0.06861111111111111
1342473367970926593,0.10777777777777778,65.81
1341962269836464128,0.09944444444444445,78.97194444444445
1341790051865280512,1.5083333333333333,89.22305555555556
1341384916433469441,0.9116666666666666,101.15444444444445
1342404449172537344,0.08944444444444444,69.97194444444445
1342394063882956801,0.075,0.075
1342337047474839554,0.18861111111111112,0.18861111111111112
1342130412827668487,12.603333333333333,0.0
1342289945780576256,0.6377777777777778,0.0
1341681440694566912,3.803888888888889,0.0
1341301853867233280,0.8122222222222222,153.39666666666668
1341326067521396738,0.17083333333333334,47.48166666666667
1342038122767417344,0.2475,0.0
1340212641256640512,0.3794444444444444,126.91916666666667
1342002016084606978,0.32305555555555554,0.6516666666666666
1341697992223387648,0.47638888888888886,40.220555555555556
1341658551874412545,9.159444444444444,9.159444444444444
1341725818041462784,0.4436111111111111,162.74833333333333
1341715091608260608,0.3466666666666667,0.3466666666666667
1341361017838661633,1.5680555555555555,39.187222222222225
1341662328920662016,0.24138888888888888,20.029722222222222
1341435834743087107,10.686944444444444,38.2725
1341389919047049222,0.8477777777777777,14.805277777777778
1339869468554489858,0.6797222222222222,0.0
1341328225897627648,0.12666666666666668,0.0
1341408442032992257,0.8455555555555555,1.9277777777777778
1341405004784123904,0.9986111111111111,0.9986111111111111
1340934131010531329,0.36972222222222223,31.140833333333333
1341367886917500931,1.0330555555555556,0.0
1341328592291078144,0.13027777777777777,20.220277777777778
1341349128203161601,0.33944444444444444,66.80222222222223
1340958498641694721,0.12638888888888888,0.0
1341299162667646983,0.6130555555555556,0.6130555555555556
1329783800889372673,1.4594444444444445,808.9205555555556
1339825874741252097,91.68222222222222,91.68222222222222
1341263702142513153,0.15138888888888888,0.15138888888888888
1341260422402330624,0.3622222222222222,0.3622222222222222
1341238822609162240,0.3591666666666667,0.0
1341235615828852736,0.7463888888888889,0.7463888888888889
1341069671785742340,11.68,37.3775
1340899891778744321,2.5372222222222223,192.4775
1341058433357852673,0.18,181.75611111111112
1341024423223037952,0.8402777777777778,0.8402777777777778
1341022795292020738,0.8561111111111112,0.8561111111111112
1340992351917858816,0.38555555555555554,3.3019444444444446
1340952653128331265,0.20027777777777778,19.685
1340914901712191488,3.492777777777778,3.492777777777778
1340000665792180224,0.475,185.79305555555555
1340945104400384004,0.4847222222222222,32.865
1333330679711498240,0.2263888888888889,505.5125
1340884703113568258,0.69,2.3786111111111112
1340859174628933632,0.07305555555555555,0.07305555555555555
1335080105593294849,1.9725,607.0169444444444
1340541960340209667,0.7380555555555556,150.64666666666668
1340284110921592834,0.08611111111111111,0.08611111111111111
1340276948228997120,0.4452777777777778,0.4452777777777778
1339959946486534144,0.25805555555555554,98.97361111111111
1340151040771903491,0.21055555555555555,0.0
1340004670161350656,9.418611111111112,9.418611111111112
1339842843884441602,11.7275,231.58694444444444
1339950428755087362,0.12916666666666668,187.44361111111112
1339940905051045888,0.3333333333333333,0.0
1339909908175601664,0.145,0.145
1339789913655427074,0.4686111111111111,0.0
1339831563786231808,0.5438888888888889,0.0
1339831908314669056,0.2425,72.82083333333334
1339830605278691330,0.3086111111111111,0.3086111111111111
1339829489912561664,0.3011111111111111,143.02944444444444
1339823963166265345,0.1413888888888889,195.14111111111112
1338337924610281475,0.09027777777777778,97.23
1339779165151612929,0.14722222222222223,1.3433333333333333
1339797750519484417,0.07777777777777778,196.5713888888889
1336205069700698112,0.08722222222222223,0.0
1339644947000004610,0.31,41.91111111111111
1339595697792806916,0.4825,0.4825
1339530633542946817,0.4102777777777778,0.4102777777777778
1339484225028943873,0.9594444444444444,1.9758333333333333
1339488390161465344,0.8783333333333333,22.568055555555556
1158321094631120896,3.2980555555555555,12074.059722222222
1339474858946674693,0.20027777777777778,217.02055555555555
1339458704958078976,0.30444444444444446,80.43555555555555
1339431949895495681,0.4638888888888889,0.4638888888888889
1339194008757649410,0.19527777777777777,20.359444444444446
1339144593309253632,3.381111111111111,69.22
1339184138042032128,0.26916666666666667,0.26916666666666667
1339165561511538690,0.11083333333333334,0.11083333333333334
1339140650936061952,0.1963888888888889,0.0
1339139886377361409,0.33916666666666667,0.3611111111111111
1336921284542746624,146.85444444444445,195.56555555555556
1339131519185678337,0.1297222222222222,0.0
1339123969954250757,0.1297222222222222,238.00055555555556
1336211933620555776,21.304444444444446,372.29055555555556
1338886329828925440,14.164444444444445,36.312222222222225
1339087902895042565,0.11527777777777778,3.8133333333333335
1339070357232226304,0.3308333333333333,75.76277777777777
1338857595721805826,13.860277777777778,13.860277777777778
1338912868171882496,0.6425,0.6425
1338870741375221762,0.28583333333333333,0.28583333333333333
1333630457620033536,0.7302777777777778,344.8863888888889
1338334841243197440,0.40166666666666667,32.79333333333334
1338767137540751360,0.28583333333333333,0.28583333333333333
1338754891301281794,0.2511111111111111,0.2511111111111111
1338673433769480192,1.3744444444444444,1.3744444444444444
1338523387728019457,2.339722222222222,62.535
1338473312083529729,0.2075,287.2
1338469316182732801,0.09222222222222222,382.9575
1338202278109405184,8.289722222222222,63.03
1334809179958116352,0.2388888888888889,241.4386111111111
1332327583053197313,403.02222222222224,403.02222222222224
1337076769921241088,88.25666666666666,88.25666666666666
1338374411674472449,0.1925,1.9252777777777779
1338359382610874369,0.16361111111111112,0.0
1338357219457343488,0.22833333333333333,0.22833333333333333
1338343914193911809,0.06555555555555556,0.06555555555555556
1335927291235368961,0.7219444444444445,157.85972222222222
1338061537143971840,0.1411111111111111,209.25555555555556
1337802837456080897,11.049444444444445,329.9533333333333
1337812282382774272,0.11888888888888889,0.11888888888888889
1336159554745245699,0.4672222222222222,122.81027777777778
1327264663671762944,2.553888888888889,0.0
1336913706467217410,5.219722222222222,0.0
1337738656631508992,0.3252777777777778,0.3252777777777778
1337250723931820032,0.15055555555555555,31.360833333333332
1336917835512102914,0.25472222222222224,52.345
1336960152608468992,49.19222222222222,49.19222222222222
1331572753728557057,405.6825,405.6825
1337604207377928193,0.17944444444444443,53.21277777777778
1331486273509367809,0.8169444444444445,411.1427777777778
1337677331276578816,0.1875,432.7247222222222
1336154786039783426,3.8158333333333334,100.40194444444444
1337634312993181697,0.4072222222222222,0.0
1337455165444505600,0.15472222222222223,0.15472222222222223
1337344001729445888,0.1411111111111111,174.97444444444446
1337469384516780032,9.260555555555555,9.260555555555555
1337379659235770368,0.04694444444444444,0.0
1337379024981557250,0.058055555555555555,0.0
1336548288988815360,0.17472222222222222,73.63055555555556
1337360246310891522,0.2725,136.91694444444445
1337357794941419522,0.12833333333333333,18.92888888888889
1337331629950267394,0.3325,0.0
1337324186813906944,0.41944444444444445,0.41944444444444445
1337301077645959168,0.9972222222222222,23.143055555555556
1337302608566861826,0.7044444444444444,0.7044444444444444
1337287153382903809,0.63,0.63
1337276083926835202,0.3047222222222222,1.0975
1337271178604421122,0.4572222222222222,0.0
1336997409541386240,3.7602777777777776,166.32944444444445
1336644519576522753,0.2927777777777778,42.16166666666667
1336992755197743104,0.14888888888888888,0.0
1336966384010493954,1.6397222222222223,479.3463888888889
1336987117176512513,0.23027777777777778,23.430555555555557
1336899316959440896,0.5572222222222222,5.536944444444444
1336939959765389318,0.525,481.0316666666667
1336914098810888192,3.7155555555555555,3.7155555555555555
1336960807649701889,0.17777777777777778,0.17777777777777778
1336952180088061952,0.39361111111111113,0.39361111111111113
1334883157267496962,1.235,187.0975
1336935287667130368,0.08138888888888889,0.08138888888888889
1336214918429769730,4.476666666666667,0.0
1336575468267454466,0.6155555555555555,24.695833333333333
1336687053728313346,0.835,69.71166666666667
1336679273474576384,0.3302777777777778,70.28416666666666
1336642778793607170,1.0958333333333334,72.75694444444444
1336637363536101376,0.18833333333333332,0.18833333333333332
1336623559792214017,0.4538888888888889,69.1613888888889
1336222311477694465,0.3038888888888889,26.980833333333333
1336616389549858816,0.21666666666666667,0.21666666666666667
1332618333019983873,0.0875,264.9302777777778
1336588896881287168,0.8366666666666667,10.1775
1336591175634055168,0.5102777777777778,3.571388888888889
1336501539620282368,1.9102777777777777,9.672777777777778
1331055852417994753,0.5033333333333333,362.2866666666667
1335431361876770816,25.766944444444444,0.0
1336354863337312260,1.863888888888889,0.0
1334149392522117121,3.1780555555555554,147.39277777777778
1336334083345928193,0.09666666666666666,0.0
1336330533777801218,0.31222222222222223,0.0
1336325376990035968,0.11861111111111111,0.6252777777777778
1336321092600774658,0.14333333333333334,0.2325
1336251144272633857,0.03944444444444444,24.203333333333333
1336280791173591040,0.04388888888888889,0.0
1336212806455054338,0.13055555555555556,3.9555555555555557
1336267275595288585,0.19722222222222222,40.62833333333333
1336258991987380224,0.23527777777777778,0.23527777777777778
1336224397024227329,0.5175,77.06027777777778
1336190491780468737,0.19805555555555557,0.0
1336170137238573059,0.3763888888888889,0.3763888888888889
1335895833678471169,0.1463888888888889,0.1463888888888889
1333112112646815746,59.10527777777778,184.04638888888888
1335127420727267329,0.04055555555555555,50.29222222222222
